"","ID","cnt","time_a","time_b1","time_b2","time_start","time_solving","time_total","time_answer","time_irrelevant","time_explore_relevant","time_ticket_explore","time_explore_total","time_avg_explore","time_avg_btw_events","events_num","sequence","length","credit","OECD","ratio","mean","weight","gender"
"4605","KOR000007702475","KOR",1.722766598,1.916922612,3.126760536,1.206511321,1.523072043,1.572299194,1.504643875,0.859075327,1.461063885,0,1.484134908,2.462433794,1.30833282,13,"bab",3,1,1,0.45,276.8,5400.389317,1
"4606","KOR000006502081","KOR",1.410986974,2.32238772,2.116255515,1.366897854,1.450620222,1.564363936,1.392597225,1.060242025,1.233613163,0,1.343703445,2.019337618,0.985816795,15,"bab",3,1,1,0.78,428.8571429,9261.514186,1
"4607","KOR000006502080","KOR",2.714694744,2.251291799,2.949688335,1.303190303,1.613783232,1.656299908,1.554031144,1.312296506,1.504643875,0,1.580320134,2.41367914,1.108440378,27,"babb",4,1,1,0.58,326.3809524,6853.884876,1
"4608","KOR000006502097","KOR",2.58021683,1.568615918,3.058707073,1.435738227,1.628131015,1.691210235,1.530176787,1.426830326,1.506639764,0,1.615204604,2.57261223,1.184554718,26,"bab",3,1,1,0.89,542.8,10590.0698,2
"4609","KOR000006902212","KOR",1.568615918,2.397895273,3.19047635,1.243606758,1.575014766,1.617663061,1.534760547,1.162283114,1.466899121,0,1.523072043,2.592764046,1.497216306,13,"bab",3,1,1,0.83,507.7,9905.266099,1
"4610","KOR000001600529","KOR",2.174751721,1.648658626,0,1.373636673,1.317578463,1.506639764,1.271149848,0.799206396,1.155229431,0,1.228445035,1.945910149,1.029619417,8,"ab",2,1,1,0.51,282.9047619,6109.555383,1
"4611","KOR000012804141","KOR",2.850706502,2.312535424,5.123963979,1.441455614,1.685370491,1.732692759,1.612349588,1.454165888,1.57591049,0.959134839,1.66303105,2.474856314,1.189584067,35,"babab",5,1,1,0.65,394.7,7700.627396,1
"4612","KOR000012804130","KOR",2.740840024,2.884800713,0,1.277529177,1.619741636,1.657396113,1.499211896,1.449723356,1.319310192,0,1.548363904,2.815408719,1.676377395,13,"ab",2,1,1,0.75,426.952381,8965.849402,2
"4613","KOR000008102588","KOR",1.704748092,1.458615023,2.116255515,1.212195109,1.361340998,1.464420469,1.329411599,0.756780031,1.266791301,0,1.308700647,1.79729965,0.842892567,13,"bab",3,1,1,0.82,467.4761905,9816.835108,2
"4614","KOR000006302048","KOR",1.945910149,2.379546134,2.58021683,1.414277969,1.515043139,1.615558053,1.474144014,1.070529161,1.374957916,0,1.4395687,1.609437912,1.09468301,17,"baaaaab",7,1,1,0.75,425.9047619,8943.849772,2
"4615","KOR000006302041","KOR",3.621670704,2.282382386,2.397895273,1.513775481,1.653246119,1.727041721,1.615204604,1.273297045,1.580754906,0,1.62648701,2.694627181,1.473618189,20,"abab",4,1,1,0.8,443.7619048,9583.394481,2
"4616","KOR000010103220","KOR",2.079441542,2.140066163,0,1.217741421,1.56673596,1.607603067,1.319310192,1.480355669,1.124748263,0,1.527250774,2.1102132,1.409243294,14,"ab",2,1,1,0.76,461.3,8999.998525,2
"4617","KOR000011203605","KOR",3.499533282,3.04927304,0,1.406565009,1.628784034,1.685370491,1.604236086,1.124748263,1.503973676,0,1.545726001,3.299533728,2.128231706,8,"ab",2,1,1,0.86,489.2857143,10274.82742,1
"4618","KOR000011203593","KOR",4.055257174,2.509599262,2.595254707,1.103567664,1.69469802,1.70811014,1.686283257,0.9433672,1.658213371,0,1.668218544,3.04927304,1.783885413,17,"abab",4,1,1,1,609.9,11899.19597,1
"4619","KOR000006001938","KOR",1.757857918,1.648658626,3.295836866,1.246037086,1.53812226,1.590049329,1.52246703,0.836525541,1.495029093,0,1.513138295,2.538973871,1.256565254,15,"bab",3,1,1,0.89,489.5238095,10571.65954,1
"4620","KOR000006001955","KOR",1.757857918,1.704748092,3.034952987,1.172486595,1.716379851,1.731172484,1.482632461,1.649273622,1.445174486,0,1.707714411,2.370243741,1.252762968,38,"bab",3,1,1,0.71,402.6666667,8455.857968,1
"4621","KOR000014004512","KOR",2.797281335,2.734367509,0,1.331048857,1.500585148,1.582482999,1.487838409,0.707848296,1.334285372,0,1.361340998,2.766319109,1.599387577,8,"ab",2,1,1,0.7,396.9047619,8334.860001,1
"4622","KOR000014604691","KOR",2.912350665,2.57261223,0,1.332673388,1.498521375,1.581621141,1.485625239,0.707848296,1.364138386,0,1.387714004,2.756840365,1.591782977,8,"ab",2,1,1,0.55,336.8,6570.993937,2
"4623","KOR000012704096","KOR",3.044522438,2.674148649,0,1.434768551,1.519410945,1.624826389,1.513138295,0.526589034,1.397363481,0.670651768,1.587564483,2.876385516,1.575536361,9,"ab",2,1,1,0.78,473.2,9232.168442,2
"4624","KOR000010703423","KOR",2.379546134,1.686398954,0,1.43766302,1.329411599,1.544659645,1.314071841,0.495826022,1.217741421,0,1.24114975,2.091864062,1.060391076,8,"ab",2,1,1,0.87,531.1,10361.8019,2
"4625","KOR000011103569","KOR",2.791165108,1.774952351,2.912350665,1.209370786,1.577688009,1.615204604,1.537566389,1.165733227,1.507958265,0,1.554537349,1.983297681,0.967798289,28,"ababab",6,1,1,0.99,562.7619048,11817.8015,2
"4626","KOR000011103545","KOR",1.458615023,2.63905733,2.667228207,1.246037086,1.52125084,1.577688009,1.487103633,1.03257532,1.354175179,0,1.417492725,2.388762789,1.155307632,16,"bab",3,1,1,1,550.952381,11898.25884,2
"4627","KOR000011103551","KOR",1.945910149,2.014903021,3.000719815,1.494322569,1.614850401,1.698109125,1.500585148,1.434768551,1.449723356,0,1.590049329,1.990610328,0.866049515,40,"babab",5,1,1,0.84,515.7,10061.34671,2
"4628","KOR000001700568","KOR",2.766319109,2.351375257,0,1.271149848,1.501948135,1.569075841,1.443324099,1.140467895,1.326098161,0,1.422735581,2.211930725,1.054516969,17,"aab",3,1,1,0.81,448.4761905,9685.203265,1
"4629","KOR000001700536","KOR",2.879198457,1.960094784,0,1.253173156,1.447007095,1.528426951,1.42884569,0.724990138,1.355628549,0,1.381437243,2.521720623,1.410986974,8,"ab",2,1,1,0.96,585.5,11423.15009,2
"4630","KOR000005601858","KOR",3.487375078,1.945910149,3.126760536,1.326098161,1.658755899,1.69469802,1.629758712,1.217741421,1.609077988,0,1.641626193,2.390290673,1.298933273,26,"ababab",6,1,1,0.97,535.5238095,11565.06646,1
"4631","KOR000015304939","KOR",1.526056303,2.617395833,2.525728644,1.427840633,1.510566825,1.617663061,1.472558152,1.043997566,1.329411599,0.628858621,1.57812952,2.328902401,1.00872597,19,"bab",3,1,1,0.99,601.9,11743.11535,2
"4632","KOR000005501840","KOR",2.747270914,1.840549633,0,0.82458494,1.408799816,1.435738227,1.396182601,0.55499791,1.321027819,0,1.339047794,2.393339456,1.287854288,8,"ab",2,1,1,0.86,527.6,10293.51663,2
"4633","KOR000004601525","KOR",3.250374492,2.797281335,0,1.413194525,1.558534911,1.640720099,1.551477867,0.628858621,1.447007095,0,1.459362876,3.04927304,1.824549292,8,"ab",2,1,1,0.67,410.1,8001.082582,1
"4634","KOR000011603740","KOR",1.193922468,1.609437912,2.772588722,1.257806364,1.452401341,1.53305547,1.41210505,0.966695036,1.362744492,0,1.413194525,2.091864062,0.950692159,16,"bab",3,1,1,0.74,448.6,8752.220547,1
"4635","KOR000015004829","KOR",3.010620886,1.791759469,2.602689685,0.756780031,1.548363904,1.559028211,1.53305547,0.848012348,1.501948135,0,1.520026342,2.32238772,1.202795641,17,"abab",4,1,1,0.92,523.5714286,10994.81532,1
"4636","KOR000004801579","KOR",3.505557397,1.648658626,2.839078464,1.461063885,1.667194502,1.723510907,1.605740901,1.396182601,1.589225088,0,1.656024681,2.278975227,1.085006636,37,"ababab",6,1,1,0.86,485.5238095,10195.82874,1
"4637","KOR000014104548","KOR",1.945910149,1.85629799,2.00148,1.396182601,1.39138759,1.547313496,1.369620336,0.689767362,1.279614839,0,1.312296506,1.936340698,0.916290732,13,"bab",3,1,1,0.56,340.3,6639.279207,1
"4638","KOR000004701561","KOR",1.667706821,1.840549633,3.122364924,1.405438012,1.515043139,1.61270916,1.498521375,0.812157449,1.457646383,0,1.478050566,2.436533065,1.280933845,13,"bab",3,1,1,0.87,480.952381,10386.55266,1
"4639","KOR000006202016","KOR",3.17805383,2.104134154,2.57261223,1.29943612,1.584618762,1.63360042,1.561958942,1.026672031,1.523072043,1.089935092,1.550962705,2.4488476,1.179387329,21,"abab",4,1,1,0.85,483,10142.82963,1
"4640","KOR000012203930","KOR",3.135494216,2.140066163,3.044522438,1.233613163,1.633916524,1.66382004,1.593709535,1.255501861,1.560499762,0,1.608342158,2.593387293,1.520928087,17,"abab",4,1,1,0.95,577.5,11267.06947,1
"4641","KOR000000800258","KOR",3.068052935,2.388762789,3.18221184,1.191657711,1.671251579,1.692089546,1.609077988,1.404304529,1.568143694,0,1.644314486,2.935628349,1.67874446,17,"abb",3,1,1,0.75,425.6190476,8937.849872,1
"4642","KOR000000800244","KOR",3.0301337,2.2300144,1.945910149,1.329411599,1.54032842,1.607973022,1.516301941,0.966695036,1.455042034,0,1.487838409,2.251291799,1.175936372,17,"abab",4,1,1,0.87,528.7,10314.97772,1
"4643","KOR000000200061","KOR",3.339321978,2.272125886,1.667706821,1.312296506,1.571842396,1.62648701,1.551477867,0.974053333,1.499899814,0,1.526659764,2.402430428,1.284196491,17,"abab",4,1,1,0.73,405.6111111,8683.141425,1
"4644","KOR000013704399","KOR",2.312535424,2.525728644,0,1.297534057,1.417492725,1.523072043,1.404304529,0.581353438,1.197713885,0,1.231043872,2.424802726,1.315066852,8,"ab",2,1,1,0.76,432.952381,9091.847286,2
"4645","KOR000013704407","KOR",2.844909384,2.370243741,0,1.442392139,1.494322569,1.61449544,1.456782248,1.014454262,1.346750035,0,1.408799816,2.635479508,1.403642999,10,"ab",2,1,1,0.87,528.4,10309.12469,2
"4646","KOR000005701889","KOR",1.280933845,1.916922612,2.341805806,1.231043872,1.56098752,1.604990185,1.369620336,1.442392139,1.271149848,0,1.530176787,1.936340698,1.013114917,24,"bab",3,1,1,0.84,465.1428571,10045.13331,2
"4647","KOR000014304598","KOR",3.165475048,2.912350665,0,1.321027819,1.56673596,1.624492243,1.550962705,0.889981469,1.426830326,0,1.456782248,3.04690056,1.673351238,10,"ab",2,1,1,0.96,585.5,11423.15009,2
"4648","KOR000014304613","KOR",1.667706821,1.667706821,2.653241965,1.305042953,1.514410424,1.585042717,1.417492725,1.268981396,1.365522801,0,1.484881577,2.112231365,0.928937694,22,"bab",3,1,1,0.81,457.5714286,9608.838602,2
"4649","KOR000014304626","KOR",3.295836866,2.079441542,1.840549633,1.268981396,1.561473911,1.611266183,1.541421247,0.951362545,1.498521375,0,1.523675018,2.358492725,1.247708198,17,"abab",4,1,1,1,609.9,11899.19597,2
"4650","KOR000010403324","KOR",1.931521412,1.887069649,3.210843653,1.339047794,1.548886758,1.61591075,1.524275968,0.988201618,1.487103633,0,1.516928057,2.546837608,1.399666098,13,"bab",3,1,1,0.66,403.6666667,7815.380488,2
"4651","KOR000003201067","KOR",3.034952987,2.041220329,0,1.359927782,1.497132454,1.588396818,1.461908664,1.001648495,1.39499465,0,1.443324099,2.656756907,1.413423029,10,"ab",2,1,1,0.65,398.1,7766.961658,2
"4652","KOR000003201084","KOR",3.198673118,1.902107526,0,1.433793962,1.558534911,1.646667171,1.48338521,1.279614839,1.434768551,0,1.527839832,2.747270914,1.237521353,17,"ab",2,1,1,0.67,408,7960.111421,2
"4653","KOR000015404955","KOR",1.481604541,2.433613355,2.944438979,1.188569496,1.535325282,1.579009138,1.501948135,1.049526377,1.413194525,1.080417818,1.585887471,2.451005098,1.120591195,18,"bab",3,1,1,0.87,491.1904762,10314.82674,2
"4654","KOR000010503364","KOR",1.740466175,2.862200881,3.299533728,1.179052394,1.604990185,1.634232018,1.584618762,1.03257532,1.495029093,1.014454262,1.657668996,2.819392789,1.502594817,15,"bab",3,1,1,0.58,352.2,6871.449123,2
"4655","KOR000009903165","KOR",2.041220329,2.066862759,2.803360381,1.29943612,1.499899814,1.57411434,1.482632461,0.799206396,1.421698251,0,1.445174486,2.370243741,1.230539832,13,"bab",3,1,1,0.71,389.3809524,8408.99417,2
"4656","KOR000000900295","KOR",2.839078464,1.987874348,0,1.41210505,1.529595416,1.623148837,1.4237674,1.306879651,1.345232354,0,1.488570266,2.501435952,1.182493773,16,"ab",2,1,1,0.78,427.4285714,9230.663039,2
"4657","KOR000007202328","KOR",3.314186005,2.442347035,0,1.41210505,1.546256762,1.63296637,1.534194007,0.771565867,1.461908664,0,1.479590479,2.970414466,1.774952351,8,"ab",2,1,1,0.78,432.6190476,9342.755538,1
"4658","KOR000007202300","KOR",1.740466175,1.931521412,2.459588842,1.407685588,1.512498851,1.611989237,1.41210505,1.273297045,1.334285372,0,1.470153796,2.091864062,1.049266415,18,"bab",3,1,1,0.86,485.5238095,10195.82874,1
"4659","KOR000011703768","KOR",2.351375257,2.028148247,1.840549633,1.376270564,1.474931913,1.580754906,1.413194525,1.112258859,1.324421601,0,1.414277969,2.095970844,0.940441192,18,"abb",3,1,1,0.66,403.9,7880.120105,2
"4660","KOR000002100672","KOR",3.540959324,2.041220329,0,1.24114975,1.560010629,1.605740901,1.551477867,0.689767362,1.513138295,0,1.523675018,2.041220329,1.502223828,12,"aaaaab",6,1,1,0.72,408.6190476,8580.855869,1
"4661","KOR000002500819","KOR",2.747270914,2.32238772,0,1.279614839,1.577688009,1.625159857,1.43766302,1.41855265,1.321027819,0,1.53133386,2.557227311,1.639878938,11,"ab",2,1,1,0.73,413.047619,8673.854307,2
"4662","KOR000002500830","KOR",2.617395833,1.386294361,2.251291799,1.42581472,1.643423335,1.699578168,1.441455614,1.548886758,1.411009483,0,1.634232018,1.953027617,0.939435449,41,"abab",4,1,1,0.73,450,8712.439024,2
"4663","KOR000001200397","KOR",1.85629799,2.595254707,2.041220329,1.306879651,1.461063885,1.551477867,1.444251535,0.724990138,1.273297045,0,1.310506186,2.215573716,1.108816459,13,"bab",3,1,1,0.8,452.6666667,9505.840332,2
"4664","KOR000004001332","KOR",1.648658626,1.808288771,0,1.369620336,1.386474299,1.533625651,1.203615909,1.217741421,0.974053333,0,1.310506186,1.731655545,0.860475953,14,"ab",2,1,1,0.56,341.5,6662.691299,2
"4665","KOR000007802484","KOR",2.797281335,1.568615918,1.667706821,1.319310192,1.505976903,1.582912299,1.434768551,1.191657711,1.393799552,0,1.478822119,1.927891644,0.963174318,20,"abab",4,1,1,0.96,587.4444444,11373.49756,1
"4666","KOR000007802506","KOR",1.609437912,2.493205453,2.803360381,1.283727105,1.507958265,1.57591049,1.49361331,0.756780031,1.39138759,0,1.415355444,2.415913778,1.25714894,13,"bab",3,1,1,0.82,453.8571429,9801.40925,2
"4667","KOR000007802501","KOR",3.288401888,2.406945108,0,1.430840255,1.58714678,1.663294481,1.527839832,1.271149848,1.455914143,0.82458494,1.624826389,2.941803932,1.48646285,14,"ab",2,1,1,0.49,297,5794.492872,2
"4668","KOR000007502407","KOR",1.791759469,1.704748092,3.230804396,1.217741421,1.556547601,1.599638801,1.515043139,1.140467895,1.484134908,0,1.532483452,2.506885557,1.085832562,21,"bab",3,1,1,0.77,423.4761905,9145.308201,1
"4669","KOR000002800929","KOR",2.674148649,1.824549292,0,1.32776143,1.547313496,1.612349588,1.381437243,1.405438012,1.301321446,0,1.517552001,1.978699972,0.858076995,29,"aab",3,1,1,0.69,418.3,8161.065214,2
"4670","KOR000014804774","KOR",2.624668592,1.360976553,2.468099531,1.065437206,1.544124032,1.572299194,1.461908664,1.277529177,1.435738227,1.043997566,1.527839832,2.031432322,0.86949857,28,"abab",4,1,1,0.66,403.4,7870.365066,2
"4671","KOR000009302981","KOR",1.481604541,1.481604541,2.58021683,1.200683717,1.463586924,1.527839832,1.38522686,1.151623065,1.337472404,0,1.432814415,1.992430165,0.909601744,18,"bab",3,1,1,0.76,431.0952381,9052.847941,1
"4672","KOR000009302974","KOR",2.57261223,2.091864062,2.63905733,1.537008767,1.566264152,1.68696435,1.504643875,1.248441258,1.449723356,0.836525541,1.529012141,2.202764758,0.978904325,26,"abab",4,1,1,0.66,405.3,7907.434213,1
"4673","KOR000003801256","KOR",1.945910149,1.974081026,2.468099531,1.337472404,1.510566825,1.590459951,1.429845547,1.225816027,1.355628549,0,1.46525033,2.159484249,0.918107263,22,"bab",3,1,1,0.64,346.4736842,7584.230535,1
"4674","KOR000001000320","KOR",1.757857918,1.609437912,3.7208625,1.422735581,1.599249949,1.668982262,1.592092549,0.707848296,1.575014766,0,1.582912299,2.85455266,1.592370004,13,"bab",3,1,1,0.36,222.4,4339.041127,2
"4675","KOR000001000307","KOR",3.295836866,2.459588842,4.221857883,1.504643875,1.781141612,1.815570924,1.609810585,1.695557861,1.565316655,1.120655137,1.767587468,2.042842389,1.090484106,70,"abaaabbb",8,1,1,0.5,276.9047619,5979.980567,2
"4676","KOR000014704741","KOR",2.923161581,2.341805806,0,1.495732903,1.473352769,1.627475387,1.466076537,0.495826022,1.366897854,0,1.378870489,2.674148649,1.501295754,8,"ab",2,1,1,0.62,349.8095238,7345.876612,1
"4677","KOR000005401787","KOR",1.686398954,2.708050201,1.916922612,1.297534057,1.454165888,1.544659645,1.441455614,0.628858621,1.228445035,0,1.262344579,2.204604685,1.088302919,13,"bab",3,1,1,0.83,456.952381,9868.253401,1
"4678","KOR000004201402","KOR",2.740840024,2.066862759,0,1.279614839,1.43766302,1.529595416,1.413194525,0.799206396,1.319310192,0,1.357071686,2.459588842,1.217875709,10,"ab",2,1,1,0.76,433.5714286,9104.847067,2
"4679","KOR000004201394","KOR",1.386294361,2.163323026,2.867898902,1.225816027,1.527839832,1.579009138,1.468533533,1.182267877,1.392597225,0.741276311,1.568143694,2.312535424,0.996772904,21,"bab",3,1,1,0.57,346.3,6756.339669,2
"4680","KOR000003701230","KOR",1.902107526,1.667706821,2.624668592,1.303190303,1.491468931,1.569540031,1.427840633,1.144243871,1.378870489,0,1.457646383,2.151762203,0.987059803,18,"bab",3,1,1,0.84,515.7,10061.34671,1
"4681","KOR000003001011","KOR",1.757857918,2.341805806,2.351375257,1.372306734,1.466076537,1.574565144,1.436703035,0.899598192,1.315832419,0,1.366897854,2.186051277,1.029619417,15,"bab",3,1,1,0.55,337.6,6586.601999,2
"4682","KOR000005101679","KOR",1.757857918,2.302585093,2.809402695,1.257806364,1.553014307,1.603098529,1.484881577,1.250819782,1.402017827,0,1.499899814,2.379546134,1.044124103,22,"bab",3,1,1,0.89,504.8095238,10600.82194,2
"4683","KOR000005101686","KOR",2.923161581,2.251291799,0,1.257806364,1.492901297,1.560010629,1.458506581,0.988201618,1.366897854,0,1.419606842,2.642622396,1.398716881,10,"ab",2,1,1,0.83,507.7,9905.266099,2
"4684","MAC000001000994","MAC",2.747270914,3.246490992,0,1.253173156,1.558534911,1.60648826,1.546785924,0.785691023,1.321027819,0,1.357071686,3.027715319,1.824549292,8,"ab",2,1,0,0.46,282.2,5505.743733,1
"4685","MAC000001101113","MAC",2.681021529,2.186051277,0,1.24114975,1.484881577,1.550962705,1.414277969,1.158782306,1.303190303,0,1.414277969,2.100060829,1.042923383,16,"aab",3,1,0,0.68,383.2380952,8047.864821,2
"4686","MAC000001101131","MAC",3.288401888,1.547562509,1.686398954,1.255501861,1.569540031,1.615204604,1.51567364,1.223156203,1.490748538,0,1.551477867,2.248656751,1.097095988,22,"abab",4,1,0,0.4,229.047619,4809.919209,2
"4687","MAC000001101051","MAC",2.923161581,1.704748092,2.186051277,1.144243871,1.511857135,1.554537349,1.489299225,0.899598192,1.453285669,0,1.480355669,2.140066163,1.084791733,17,"abab",4,1,0,0.78,474,9247.776503,1
"4688","MAC000001101050","MAC",2.93385687,2.397895273,0,1.324421601,1.482632461,1.569540031,1.472558152,0.605904389,1.369620336,0,1.386474299,2.701361213,1.534175428,8,"ab",2,1,0,0.19,117.7,2296.336064,1
"4689","MAC000003403888","MAC",2.014903021,2.939161922,3.299533728,1.718425291,1.696199627,1.825195323,1.597685484,1.518793432,1.507300213,1.214985069,1.652403088,2.881069365,1.580851365,22,"bab",3,1,0,0.54,307.6,6460.055736,2
"4690","MAC000004505241","MAC",3.883623531,3.04927304,0,1.324421601,1.677630112,1.709682922,1.654363323,1.194705523,1.585887471,0,1.620085538,3.159833284,1.706884845,17,"aab",3,1,0,0.67,408.8,7975.719482,1
"4691","MAC000004505291","MAC",1.568615918,1.410986974,2.2300144,1.301321446,1.359927782,1.49361331,1.331048857,0.724990138,1.273297045,0,1.310506186,1.802809305,0.839575814,13,"bab",3,1,0,0.47,285.1,5562.322956,1
"4692","MAC000003704313","MAC",1.704748092,1.960094784,2.747270914,1.443324099,1.469345419,1.60271762,1.450620222,0.771565867,1.386474299,0,1.41210505,2.240709689,1.133880428,13,"bab",3,1,0,0.72,394.8095238,8526.228527,1
"4693","MAC000003704325","MAC",2.701361213,1.740466175,2.879198457,1.220464896,1.57591049,1.615204604,1.524874905,1.220464896,1.494322569,0,1.553523466,1.931521412,0.920282753,30,"ababab",6,1,0,0.49,297.8,5810.100934,1
"4694","MAC000002803424","MAC",2.379546134,1.791759469,3.33220451,1.238665521,1.604990185,1.640720099,1.559520114,1.238665521,1.53305547,0.724990138,1.585042717,2.703595851,1.363821505,18,"bab",3,1,0,0.49,300.8,5868.631165,1
"4695","MAC000002803372","MAC",2.104134154,2.517696473,2.63905733,1.40990776,1.547313496,1.63296637,1.500585148,1.155229431,1.39970434,0,1.474144014,2.445241393,1.159672545,18,"bab",3,1,0,0.82,451.6190476,9753.075787,1
